page_id,page_name,page_url,page_last_update,page_content_html,page_content_md,scrape_date
7246,Egressos,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/conselho6820/reuniao-do-conselho/,02/Out/2023 16:19,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/conselho6820_reuniao-do-conselho.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/conselho6820_reuniao-do-conselho.md,2024-09-24
7246,Egressos,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/conselho6820/composicao/,02/Out/2023 16:19,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/conselho6820_composicao.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/conselho6820_composicao.md,2024-09-24
8185,Reuniões do Conselho,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/conselho6820/,05/Fev/2024 17:13,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_conselho6820.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_conselho6820.md,2024-09-24
8185,Reuniões do Conselho,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apresentacao/,05/Fev/2024 17:13,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_apresentacao.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_apresentacao.md,2024-09-24
8185,Reuniões do Conselho,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/horario-de-disciplinas/disciplinas-2024/,05/Fev/2024 17:13,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/horario-de-disciplinas_disciplinas-2024.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/horario-de-disciplinas_disciplinas-2024.md,2024-09-24
8195,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/normas-e-regulamentos/,30/Jul/2024 09:26,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_normas-e-regulamentos.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_normas-e-regulamentos.md,2024-09-24
8195,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/this-page-in-english/,30/Jul/2024 09:26,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_this-page-in-english.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_this-page-in-english.md,2024-09-24
8195,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/fale-conosco/,30/Jul/2024 09:26,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_fale-conosco.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_fale-conosco.md,2024-09-24
8195,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pesquisa-e-projetos/projetos/,30/Jul/2024 09:26,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/pesquisa-e-projetos_projetos.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/pesquisa-e-projetos_projetos.md,2024-09-24
8195,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pesquisa-e-projetos/linhas-de-pesquisa/,30/Jul/2024 09:26,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/pesquisa-e-projetos_linhas-de-pesquisa.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/pesquisa-e-projetos_linhas-de-pesquisa.md,2024-09-24
6399,Pesquisa e Projetos,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pesquisa-e-projetos/,18/Fev/2019 09:06,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_pesquisa-e-projetos.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_pesquisa-e-projetos.md,2024-09-24
6399,Pesquisa e Projetos,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/linhas-de-pesquisa/,18/Fev/2019 09:06,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_linhas-de-pesquisa.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_linhas-de-pesquisa.md,2024-09-24
